timestamp,contract_id,question,price_yes,price_no,volume,liquidity,outcome,day_index,category
2026-08-17T11:47:28.593637+00:00,C003,Historical contract #4,0.2427,0.7451,1853.569410474662,831.1919306036335,0,31,Crypto
2026-08-18T11:47:28.593637+00:00,C003,Historical contract #4,0.2364,0.7501,2540.1355327741385,141.2351813654088,0,32,Crypto
2026-08-19T11:47:28.593637+00:00,C003,Historical contract #4,0.2431,0.7466,570.2989468792765,634.7752536047125,0,33,Crypto
2026-08-20T11:47:28.593637+00:00,C003,Historical contract #4,0.2363,0.7549,3515.1078484964833,227.29753063639134,0,34,Crypto
2026-08-21T11:47:28.593637+00:00,C003,Historical contract #4,0.2197,0.7791,1741.8972708718002,831.3837054673194,0,35,Crypto
2026-08-22T11:47:28.593637+00:00,C003,Historical contract #4,0.1926,0.8258,1901.5067832319935,146.41469868635636,0,36,Crypto
2026-08-23T11:47:28.593637+00:00,C003,Historical contract #4,0.1496,0.8405,1515.083975485851,612.3254419954662,0,37,Crypto
2026-08-24T11:47:28.593637+00:00,C003,Historical contract #4,0.1508,0.8653,3858.831467030254,273.4492588074432,0,38,Crypto
2026-08-25T11:47:28.593637+00:00,C003,Historical contract #4,0.128,0.8549,2278.1826795244283,1800.7488820005399,0,39,Crypto
2026-08-26T11:47:28.593637+00:00,C003,Historical contract #4,0.1225,0.8614,462.57361410143494,341.5761434374243,0,40,Crypto
2026-08-27T11:47:28.593637+00:00,C003,Historical contract #4,0.1143,0.8723,1864.7175975453786,518.3252470837593,0,41,Crypto
2026-08-28T11:47:28.593637+00:00,C003,Historical contract #4,0.1386,0.8648,907.0028863547101,975.6466001343301,0,42,Crypto
2026-08-29T11:47:28.593637+00:00,C003,Historical contract #4,0.1066,0.8896,1962.6336455496341,591.1359401115653,0,43,Crypto
2026-08-30T11:47:28.593637+00:00,C003,Historical contract #4,0.1409,0.8768,9397.871781672271,555.3812643106927,0,44,Crypto
2026-08-31T11:47:28.593637+00:00,C003,Historical contract #4,0.1118,0.8788,764.3332152860264,364.52506763647216,0,45,Crypto
2026-09-01T11:47:28.593637+00:00,C003,Historical contract #4,0.1197,0.8783,1099.120770682222,1465.4594881111473,0,46,Crypto
2026-09-02T11:47:28.593637+00:00,C003,Historical contract #4,0.1406,0.8744,836.8671271699588,1015.9005359921084,0,47,Crypto
2026-09-03T11:47:28.593637+00:00,C003,Historical contract #4,0.1616,0.8282,1402.027610562651,332.41885823841994,0,48,Crypto
2026-09-04T11:47:28.593637+00:00,C003,Historical contract #4,0.1536,0.8575,1582.9947231720118,2998.117600357537,0,49,Crypto
2026-09-05T11:47:28.593637+00:00,C003,Historical contract #4,0.1401,0.8614,1501.4469208670116,706.6748296801932,0,50,Crypto
2026-09-06T11:47:28.593637+00:00,C003,Historical contract #4,0.1312,0.8869,4592.804085684659,2484.719855778646,0,51,Crypto
2026-09-07T11:47:28.593637+00:00,C003,Historical contract #4,0.1288,0.8734,720.0411712389282,619.9870595126346,0,52,Crypto
2026-09-08T11:47:28.593637+00:00,C003,Historical contract #4,0.1384,0.8464,2141.5556565535176,1351.695713988558,0,53,Crypto
2026-09-09T11:47:28.593637+00:00,C003,Historical contract #4,0.1366,0.862,2278.989280338501,500.4167981847354,0,54,Crypto
2026-09-10T11:47:28.593637+00:00,C003,Historical contract #4,0.1311,0.8885,2456.0474008669244,35.9191198412623,0,55,Crypto
2026-09-11T11:47:28.593637+00:00,C003,Historical contract #4,0.0843,0.9018,2649.2277722459303,262.44905208211094,0,56,Crypto
2026-09-12T11:47:28.593637+00:00,C003,Historical contract #4,0.0638,0.9299,1227.5503715858267,4001.1466035875164,0,57,Crypto
2026-09-13T11:47:28.593637+00:00,C003,Historical contract #4,0.0596,0.9522,6591.258093758129,738.6481512995786,0,58,Crypto
2026-09-14T11:47:28.593637+00:00,C003,Historical contract #4,0.0351,0.9705,1757.2606225941443,223.23090367291363,0,59,Crypto
2026-07-17T11:47:28.593637+00:00,C004,Historical contract #5,0.4632,0.5229,1660.7996056104844,795.1236321682844,1,0,Macro
2026-07-18T11:47:28.593637+00:00,C004,Historical contract #5,0.4629,0.5299,785.8216779896533,1609.6038508383717,1,1,Macro
2026-07-19T11:47:28.593637+00:00,C004,Historical contract #5,0.4436,0.5604,2578.7244785496273,963.6188617733242,1,2,Macro
2026-07-20T11:47:28.593637+00:00,C004,Historical contract #5,0.4063,0.5808,3256.689520646118,897.4067016494981,1,3,Macro
2026-07-21T11:47:28.593637+00:00,C004,Historical contract #5,0.4194,0.5786,2356.2628953217854,522.1235221827827,1,4,Macro
2026-07-22T11:47:28.593637+00:00,C004,Historical contract #5,0.4097,0.5824,5904.202169758943,2794.7447110240596,1,5,Macro
2026-07-23T11:47:28.593637+00:00,C004,Historical contract #5,0.439,0.5571,2397.486391021821,1228.3883411398463,1,6,Macro
2026-07-24T11:47:28.593637+00:00,C004,Historical contract #5,0.4416,0.5747,3494.6989216304673,634.3328921871405,1,7,Macro
2026-07-25T11:47:28.593637+00:00,C004,Historical contract #5,0.4283,0.5681,3002.2830719059602,666.7363116948968,1,8,Macro
2026-07-26T11:47:28.593637+00:00,C004,Historical contract #5,0.4399,0.5668,1339.6006547455518,1218.0402953147486,1,9,Macro
2026-07-27T11:47:28.593637+00:00,C004,Historical contract #5,0.452,0.541,5732.137821870235,445.5922093676532,1,10,Macro
2026-07-28T11:47:28.593637+00:00,C004,Historical contract #5,0.4232,0.5666,798.8425531420379,693.4912724761033,1,11,Macro
2026-07-29T11:47:28.593637+00:00,C004,Historical contract #5,0.4279,0.5576,2968.350149969834,872.9692125519038,1,12,Macro
2026-07-30T11:47:28.593637+00:00,C004,Historical contract #5,0.4452,0.5429,2959.8910357733644,123.17884535540432,1,13,Macro
2026-07-31T11:47:28.593637+00:00,C004,Historical contract #5,0.4478,0.5566,1860.960332828088,662.6809298402183,1,14,Macro
2026-08-01T11:47:28.593637+00:00,C004,Historical contract #5,0.4798,0.5393,2126.473044461645,445.72899735177396,1,15,Macro
2026-08-02T11:47:28.593637+00:00,C004,Historical contract #5,0.4973,0.4987,1806.0291578676863,1463.9727098996893,1,16,Macro
2026-08-03T11:47:28.593637+00:00,C004,Historical contract #5,0.4928,0.5246,3108.579333800718,309.8742426478294,1,17,Macro
2026-08-04T11:47:28.593637+00:00,C004,Historical contract #5,0.5212,0.4784,1961.6489703001157,361.4563305382937,1,18,Macro
2026-08-05T11:47:28.593637+00:00,C004,Historical contract #5,0.5101,0.5064,2790.777669694269,309.66772446910625,1,19,Macro
2026-08-06T11:47:28.593637+00:00,C004,Historical contract #5,0.5282,0.4816,1535.7054522319156,726.1221153627145,1,20,Macro
2026-08-07T11:47:28.593637+00:00,C004,Historical contract #5,0.5853,0.413,5870.010215980585,749.8505583851098,1,21,Macro
2026-08-08T11:47:28.593637+00:00,C004,Historical contract #5,0.5946,0.3957,2580.6109560597583,588.1911125948295,1,22,Macro
2026-08-09T11:47:28.593637+00:00,C004,Historical contract #5,0.625,0.3877,4472.879473554929,397.22636369767315,1,23,Macro
2026-08-10T11:47:28.593637+00:00,C004,Historical contract #5,0.622,0.3714,2601.9565917309687,2113.50030758694,1,24,Macro
2026-08-11T11:47:28.593637+00:00,C004,Historical contract #5,0.6207,0.3903,741.2266356002311,553.6683587924994,1,25,Macro
2026-08-12T11:47:28.593637+00:00,C004,Historical contract #5,0.5907,0.397,2167.714871093905,1910.6725093283528,1,26,Macro
2026-08-13T11:47:28.593637+00:00,C004,Historical contract #5,0.6549,0.3624,5700.106428507738,808.3555382460697,1,27,Macro
2026-08-14T11:47:28.593637+00:00,C004,Historical contract #5,0.6517,0.3599,1899.8556468838424,726.5567400344095,1,28,Macro
2026-08-15T11:47:28.593637+00:00,C004,Historical contract #5,0.6454,0.339,525.894087543078,1121.6946562045443,1,29,Macro
2026-08-16T11:47:28.593637+00:00,C004,Historical contract #5,0.6442,0.3579,1820.3871939607232,1256.324661815751,1,30,Macro
2026-08-17T11:47:28.593637+00:00,C004,Historical contract #5,0.6539,0.3658,4822.4354741243405,2352.7694494327293,1,31,Macro
2026-08-18T11:47:28.593637+00:00,C004,Historical contract #5,0.6699,0.3492,4883.2584805814495,1642.6719832946646,1,32,Macro
2026-08-19T11:47:28.593637+00:00,C004,Historical contract #5,0.6874,0.2946,2740.041810787538,276.47761530024496,1,33,Macro
2026-08-20T11:47:28.593637+00:00,C004,Historical contract #5,0.7056,0.3077,957.494939477609,1887.2047673619727,1,34,Macro
2026-08-21T11:47:28.593637+00:00,C004,Historical contract #5,0.7254,0.2846,1454.853508436843,264.59515132820496,1,35,Macro
2026-08-22T11:47:28.593637+00:00,C004,Historical contract #5,0.7221,0.2637,1925.9814733441488,1647.3848711686248,1,36,Macro
2026-08-23T11:47:28.593637+00:00,C004,Historical contract #5,0.7184,0.2829,819.8310483667613,953.6090841550811,1,37,Macro
2026-08-24T11:47:28.593637+00:00,C004,Historical contract #5,0.7241,0.2734,1497.1768448279786,574.0172239711931,1,38,Macro
2026-08-25T11:47:28.593637+00:00,C004,Historical contract #5,0.725,0.2879,1671.109737435089,547.2376188578945,1,39,Macro
2026-08-26T11:47:28.593637+00:00,C004,Historical contract #5,0.6907,0.3222,1464.8985361249802,384.2594052640167,1,40,Macro
2026-08-27T11:47:28.593637+00:00,C004,Historical contract #5,0.7327,0.263,5068.272959763253,698.7993913317637,1,41,Macro
2026-08-28T11:47:28.593637+00:00,C004,Historical contract #5,0.7431,0.2571,1813.541788189783,2630.7809031255024,1,42,Macro
2026-08-29T11:47:28.593637+00:00,C004,Historical contract #5,0.7063,0.2825,1170.8243298717932,672.9172098769799,1,43,Macro
2026-08-30T11:47:28.593637+00:00,C004,Historical contract #5,0.7367,0.2468,1329.5599073067503,1503.0248971613826,1,44,Macro
2026-08-31T11:47:28.593637+00:00,C004,Historical contract #5,0.7709,0.2251,3905.4412732002743,827.2576636331562,1,45,Macro
2026-09-01T11:47:28.593637+00:00,C004,Historical contract #5,0.7696,0.2283,1975.3294984200659,665.854965565217,1,46,Macro
2026-09-02T11:47:28.593637+00:00,C004,Historical contract #5,0.8108,0.2041,581.6405608332971,257.32597307320873,1,47,Macro
2026-09-03T11:47:28.593637+00:00,C004,Historical contract #5,0.8106,0.181,541.3897701278258,302.4371762704083,1,48,Macro
2026-09-04T11:47:28.593637+00:00,C004,Historical contract #5,0.802,0.2111,7641.838986214913,478.47332674146935,1,49,Macro
2026-09-05T11:47:28.593637+00:00,C004,Historical contract #5,0.8062,0.1979,392.87663998234285,605.7672587760526,1,50,Macro
2026-09-06T11:47:28.593637+00:00,C004,Historical contract #5,0.7986,0.2118,502.6204540527606,361.55726315358635,1,51,Macro
2026-09-07T11:47:28.593637+00:00,C004,Historical contract #5,0.8165,0.1743,2524.9525942874993,231.27530852498458,1,52,Macro
2026-09-08T11:47:28.593637+00:00,C004,Historical contract #5,0.8475,0.1596,2999.7563020054477,659.504673595016,1,53,Macro
2026-09-09T11:47:28.593637+00:00,C004,Historical contract #5,0.8307,0.1851,2421.8596964849426,1086.1257703021818,1,54,Macro
2026-09-10T11:47:28.593637+00:00,C004,Historical contract #5,0.8426,0.1562,4048.123084638473,541.6806964399447,1,55,Macro
2026-09-11T11:47:28.593637+00:00,C004,Historical contract #5,0.8722,0.1164,8676.62303447408,249.0366552181835,1,56,Macro
2026-09-12T11:47:28.593637+00:00,C004,Historical contract #5,0.8652,0.1233,775.3970023815541,230.89593088658827,1,57,Macro
2026-09-13T11:47:28.593637+00:00,C004,Historical contract #5,0.8697,0.1173,1665.8364267964973,395.26210573872856,1,58,Macro
2026-09-14T11:47:28.593637+00:00,C004,Historical contract #5,0.8713,0.1232,894.6139613028281,4127.00112282589,1,59,Macro
2026-07-17T11:47:28.593637+00:00,C005,Historical contract #6,0.3499,0.6673,216.7258806226345,220.87403872799453,0,0,Politics
2026-07-18T11:47:28.593637+00:00,C005,Historical contract #6,0.3142,0.6906,694.8616913866168,1919.7774435880642,0,1,Politics
2026-07-19T11:47:28.593637+00:00,C005,Historical contract #6,0.3183,0.6944,2511.878256188965,1243.9499763734154,0,2,Politics
2026-07-20T11:47:28.593637+00:00,C005,Historical contract #6,0.3039,0.6922,3238.842808951931,419.34005010943594,0,3,Politics
2026-07-21T11:47:28.593637+00:00,C005,Historical contract #6,0.32,0.6923,1164.8619988911623,270.9096185002165,0,4,Politics
2026-07-22T11:47:28.593637+00:00,C005,Historical contract #6,0.298,0.7018,290.6569109998608,712.8025357053807,0,5,Politics
2026-07-23T11:47:28.593637+00:00,C005,Historical contract #6,0.3086,0.6948,1846.9081931971928,1049.878402088701,0,6,Politics
2026-07-24T11:47:28.593637+00:00,C005,Historical contract #6,0.3227,0.6615,5022.005654980602,298.5587866951656,0,7,Politics
2026-07-25T11:47:28.593637+00:00,C005,Historical contract #6,0.3551,0.6413,4170.946427046526,702.3201125277685,0,8,Politics
2026-07-26T11:47:28.593637+00:00,C005,Historical contract #6,0.3399,0.6774,1576.1625277206374,191.04202151025098,0,9,Politics
2026-07-27T11:47:28.593637+00:00,C005,Historical contract #6,0.3537,0.649,955.7259497963403,846.894893282808,0,10,Politics
2026-07-28T11:47:28.593637+00:00,C005,Historical contract #6,0.3308,0.662,3359.6623710181884,644.947804667541,0,11,Politics
2026-07-29T11:47:28.593637+00:00,C005,Historical contract #6,0.3598,0.6269,4021.736550120863,719.0498806620403,0,12,Politics
2026-07-30T11:47:28.593637+00:00,C005,Historical contract #6,0.3647,0.6378,1737.7612571429713,606.4370292684371,0,13,Politics
2026-07-31T11:47:28.593637+00:00,C005,Historical contract #6,0.3354,0.6817,3041.7832093846337,1069.3900903543786,0,14,Politics
2026-08-01T11:47:28.593637+00:00,C005,Historical contract #6,0.3571,0.6607,1339.490032999792,896.4494044937576,0,15,Politics
2026-08-02T11:47:28.593637+00:00,C005,Historical contract #6,0.3315,0.6487,1119.0108906007436,2430.995801648922,0,16,Politics
2026-08-03T11:47:28.593637+00:00,C005,Historical contract #6,0.3287,0.6524,4698.012648283836,117.15615138113037,0,17,Politics
2026-08-04T11:47:28.593637+00:00,C005,Historical contract #6,0.2779,0.7207,1897.6560743211553,812.6959385008162,0,18,Politics
2026-08-05T11:47:28.593637+00:00,C005,Historical contract #6,0.2476,0.7675,8980.47026819613,1286.0871822313686,0,19,Politics
2026-08-06T11:47:28.593637+00:00,C005,Historical contract #6,0.251,0.7354,1318.6209287549102,121.10303214956122,0,20,Politics
2026-08-07T11:47:28.593637+00:00,C005,Historical contract #6,0.2548,0.7639,512.6044721128791,391.8450520063656,0,21,Politics
2026-08-08T11:47:28.593637+00:00,C005,Historical contract #6,0.2288,0.7749,1887.0787953849692,125.52165280608108,0,22,Politics
2026-08-09T11:47:28.593637+00:00,C005,Historical contract #6,0.2414,0.7579,1478.9947744946837,91.41715862908,0,23,Politics
2026-08-10T11:47:28.593637+00:00,C005,Historical contract #6,0.219,0.778,195.9000490664222,503.70021029156015,0,24,Politics
2026-08-11T11:47:28.593637+00:00,C005,Historical contract #6,0.1955,0.8163,1053.537510578459,918.8870565407889,0,25,Politics
2026-08-12T11:47:28.593637+00:00,C005,Historical contract #6,0.2096,0.8054,1537.0902268861453,898.5977526599498,0,26,Politics
2026-08-13T11:47:28.593637+00:00,C005,Historical contract #6,0.1797,0.8279,983.9675526337912,424.7057892995306,0,27,Politics
2026-08-14T11:47:28.593637+00:00,C005,Historical contract #6,0.1827,0.822,2171.1581701995465,1442.2692472474696,0,28,Politics
2026-08-15T11:47:28.593637+00:00,C005,Historical contract #6,0.1908,0.7978,1637.5435532106821,1204.2630985458613,0,29,Politics
2026-08-16T11:47:28.593637+00:00,C005,Historical contract #6,0.1533,0.8305,3645.4492331887704,825.571890970288,0,30,Politics
2026-08-17T11:47:28.593637+00:00,C005,Historical contract #6,0.1665,0.8525,2630.2711607529654,1125.8689408302332,0,31,Politics
2026-08-18T11:47:28.593637+00:00,C005,Historical contract #6,0.2228,0.7826,954.9832385834659,936.5820379153256,0,32,Politics
2026-08-19T11:47:28.593637+00:00,C005,Historical contract #6,0.2244,0.777,791.620716939983,4221.203422867479,0,33,Politics
2026-08-20T11:47:28.593637+00:00,C005,Historical contract #6,0.2227,0.7856,3762.1438313931526,609.5273853463501,0,34,Politics
2026-08-21T11:47:28.593637+00:00,C005,Historical contract #6,0.2088,0.8086,643.2247428039847,881.9203652812452,0,35,Politics
2026-08-22T11:47:28.593637+00:00,C005,Historical contract #6,0.2395,0.7468,1338.132570636598,443.3306037870439,0,36,Politics
2026-08-23T11:47:28.593637+00:00,C005,Historical contract #6,0.2182,0.7777,1336.4268128775038,1384.4374362028693,0,37,Politics
2026-08-24T11:47:28.593637+00:00,C005,Historical contract #6,0.1729,0.8195,1334.418345832904,899.2474335266846,0,38,Politics
2026-08-25T11:47:28.593637+00:00,C005,Historical contract #6,0.1456,0.8381,4897.63624211134,1433.2106561241987,0,39,Politics
2026-08-26T11:47:28.593637+00:00,C005,Historical contract #6,0.1139,0.9052,2499.595180909926,184.15595908045435,0,40,Politics
2026-08-27T11:47:28.593637+00:00,C005,Historical contract #6,0.1159,0.896,2821.0381064848275,766.4803742082486,0,41,Politics
2026-08-28T11:47:28.593637+00:00,C005,Historical contract #6,0.123,0.8958,4821.436192585647,67.1115417225622,0,42,Politics
2026-08-29T11:47:28.593637+00:00,C005,Historical contract #6,0.1161,0.8794,445.1098661054177,717.1940507465891,0,43,Politics
2026-08-30T11:47:28.593637+00:00,C005,Historical contract #6,0.1407,0.8424,2366.389727468923,319.6866247022273,0,44,Politics
2026-08-31T11:47:28.593637+00:00,C005,Historical contract #6,0.1224,0.8821,1171.3986531893147,962.7271046460984,0,45,Politics
2026-09-01T11:47:28.593637+00:00,C005,Historical contract #6,0.082,0.9371,2928.1378592358988,574.7873382582032,0,46,Politics
2026-09-02T11:47:28.593637+00:00,C005,Historical contract #6,0.0957,0.9234,4656.524313700758,513.2752133602639,0,47,Politics
2026-09-03T11:47:28.593637+00:00,C005,Historical contract #6,0.091,0.8916,1136.2389015185358,1159.491109692062,0,48,Politics
2026-09-04T11:47:28.593637+00:00,C005,Historical contract #6,0.0953,0.9062,1795.3661230767202,1002.8085063649014,0,49,Politics
2026-09-05T11:47:28.593637+00:00,C005,Historical contract #6,0.0847,0.9201,515.7672856015228,1823.9319445758297,0,50,Politics
2026-09-06T11:47:28.593637+00:00,C005,Historical contract #6,0.1105,0.8731,10758.150027935604,1474.9689627604937,0,51,Politics
2026-09-07T11:47:28.593637+00:00,C005,Historical contract #6,0.1237,0.8714,1519.625304759458,562.5460167951379,0,52,Politics
2026-09-08T11:47:28.593637+00:00,C005,Historical contract #6,0.1225,0.8704,2090.2759595172565,320.8087340585909,0,53,Politics
2026-09-09T11:47:28.593637+00:00,C005,Historical contract #6,0.1293,0.8599,3052.534849899643,1207.6107807610285,0,54,Politics
2026-09-10T11:47:28.593637+00:00,C005,Historical contract #6,0.1123,0.8752,902.7496346840587,179.76121758271316,0,55,Politics
2026-09-11T11:47:28.593637+00:00,C005,Historical contract #6,0.1072,0.8931,1271.5727973839862,62.5211525649899,0,56,Politics
2026-09-12T11:47:28.593637+00:00,C005,Historical contract #6,0.0724,0.9268,1062.414258807596,887.5575303031728,0,57,Politics
2026-09-13T11:47:28.593637+00:00,C005,Historical contract #6,0.039,0.9501,1611.2698470209707,838.8503447426066,0,58,Politics
2026-09-14T11:47:28.593637+00:00,C005,Historical contract #6,0.0842,0.9146,1414.8057237816747,413.8170020639192,0,59,Politics
2026-07-17T11:47:28.593637+00:00,C006,Historical contract #7,0.5155,0.4816,1650.167515980063,4186.713235536242,0,0,Crypto
2026-07-18T11:47:28.593637+00:00,C006,Historical contract #7,0.4749,0.519,2406.3239695805164,1437.079859930994,0,1,Crypto
2026-07-19T11:47:28.593637+00:00,C006,Historical contract #7,0.4236,0.5713,2611.721245559617,1466.8060986371677,0,2,Crypto
2026-07-20T11:47:28.593637+00:00,C006,Historical contract #7,0.3947,0.6148,608.9847990982261,212.36168413520457,0,3,Crypto
2026-07-21T11:47:28.593637+00:00,C006,Historical contract #7,0.3335,0.6518,4447.223008658945,658.0410862334031,0,4,Crypto
2026-07-22T11:47:28.593637+00:00,C006,Historical contract #7,0.271,0.7447,1587.2540707353853,3557.4490221598994,0,5,Crypto
2026-07-23T11:47:28.593637+00:00,C006,Historical contract #7,0.2335,0.7527,7077.543367157384,953.3505487167525,0,6,Crypto
2026-07-24T11:47:28.593637+00:00,C006,Historical contract #7,0.2415,0.7738,2354.1966686856003,1239.0343735503807,0,7,Crypto
2026-07-25T11:47:28.593637+00:00,C006,Historical contract #7,0.2203,0.774,602.8073058230791,864.9696142370575,0,8,Crypto
2026-07-26T11:47:28.593637+00:00,C006,Historical contract #7,0.2216,0.7708,1775.5256159559665,404.22347374697426,0,9,Crypto
2026-07-27T11:47:28.593637+00:00,C006,Historical contract #7,0.1971,0.7857,747.5559049527171,861.123533816445,0,10,Crypto
2026-07-28T11:47:28.593637+00:00,C006,Historical contract #7,0.1742,0.8384,702.6203797883625,422.82740405240406,0,11,Crypto
2026-07-29T11:47:28.593637+00:00,C006,Historical contract #7,0.1647,0.8297,2354.8491671811585,561.5006646962252,0,12,Crypto
2026-07-30T11:47:28.593637+00:00,C006,Historical contract #7,0.1786,0.811,1746.7166912880562,3287.9230158919804,0,13,Crypto
2026-07-31T11:47:28.593637+00:00,C006,Historical contract #7,0.1825,0.8027,2803.160203172726,1361.6931867796184,0,14,Crypto
2026-08-01T11:47:28.593637+00:00,C006,Historical contract #7,0.1428,0.8467,2139.2980343405025,375.44002965819567,0,15,Crypto
2026-08-02T11:47:28.593637+00:00,C006,Historical contract #7,0.1746,0.8311,384.6659946659617,241.1909314537135,0,16,Crypto
2026-08-03T11:47:28.593637+00:00,C006,Historical contract #7,0.12,0.8956,1555.0962163859665,473.63161319423585,0,17,Crypto
2026-08-04T11:47:28.593637+00:00,C006,Historical contract #7,0.1495,0.8337,1577.646188807671,120.57175658377813,0,18,Crypto
2026-08-05T11:47:28.593637+00:00,C006,Historical contract #7,0.1649,0.8314,2315.8064308636795,1458.5291850793162,0,19,Crypto
2026-08-06T11:47:28.593637+00:00,C006,Historical contract #7,0.1418,0.8425,839.2073349794429,1211.213879314189,0,20,Crypto
2026-08-07T11:47:28.593637+00:00,C006,Historical contract #7,0.1112,0.9086,6082.036790998756,539.8439636503194,0,21,Crypto
2026-08-08T11:47:28.593637+00:00,C006,Historical contract #7,0.1352,0.8608,1662.4263573197297,1980.4517613195987,0,22,Crypto
2026-08-09T11:47:28.593637+00:00,C006,Historical contract #7,0.1336,0.8602,950.8990699187347,1033.7553099981337,0,23,Crypto
2026-08-10T11:47:28.593637+00:00,C006,Historical contract #7,0.1443,0.8435,1012.852599192804,417.6412960292636,0,24,Crypto
2026-08-11T11:47:28.593637+00:00,C006,Historical contract #7,0.1377,0.8757,1093.6796477045991,371.33759625453894,0,25,Crypto
2026-08-12T11:47:28.593637+00:00,C006,Historical contract #7,0.1543,0.8582,1608.9734300567125,486.0775423351842,0,26,Crypto
2026-08-13T11:47:28.593637+00:00,C006,Historical contract #7,0.1552,0.8519,722.3677326754082,313.507421506396,0,27,Crypto
2026-08-14T11:47:28.593637+00:00,C006,Historical contract #7,0.14,0.8786,2058.324635704136,1192.4586403626386,0,28,Crypto
2026-08-15T11:47:28.593637+00:00,C006,Historical contract #7,0.1075,0.8827,1516.3347660946877,874.1106316057218,0,29,Crypto
2026-08-16T11:47:28.593637+00:00,C006,Historical contract #7,0.1108,0.9026,658.581685228821,680.9840336780466,0,30,Crypto
2026-08-17T11:47:28.593637+00:00,C006,Historical contract #7,0.1339,0.8858,2384.11022835218,1722.7852719321681,0,31,Crypto
2026-08-18T11:47:28.593637+00:00,C006,Historical contract #7,0.1294,0.883,1030.2376010805922,604.5636998375307,0,32,Crypto
2026-08-19T11:47:28.593637+00:00,C006,Historical contract #7,0.0957,0.8991,3843.7842457564084,302.4766419576005,0,33,Crypto
2026-08-20T11:47:28.593637+00:00,C006,Historical contract #7,0.0899,0.9093,585.241298077184,578.784282996044,0,34,Crypto
2026-08-21T11:47:28.593637+00:00,C006,Historical contract #7,0.0789,0.9404,2596.788414203593,859.7827293687125,0,35,Crypto
2026-08-22T11:47:28.593637+00:00,C006,Historical contract #7,0.0884,0.9015,769.6416252591824,636.5430855322827,0,36,Crypto
2026-08-23T11:47:28.593637+00:00,C006,Historical contract #7,0.1138,0.8849,579.7454225374202,518.072734593405,0,37,Crypto
2026-08-24T11:47:28.593637+00:00,C006,Historical contract #7,0.1394,0.8522,2113.7320859834226,558.833874292142,0,38,Crypto
2026-08-25T11:47:28.593637+00:00,C006,Historical contract #7,0.1258,0.8648,1477.4910622337998,642.8665135077324,0,39,Crypto
2026-08-26T11:47:28.593637+00:00,C006,Historical contract #7,0.123,0.8948,2767.5106120609735,6845.8350109386965,0,40,Crypto
2026-08-27T11:47:28.593637+00:00,C006,Historical contract #7,0.0829,0.9131,984.2185037963053,1055.6606537593923,0,41,Crypto
2026-08-28T11:47:28.593637+00:00,C006,Historical contract #7,0.0848,0.9265,4630.431138479056,775.8326922869012,0,42,Crypto
2026-08-29T11:47:28.593637+00:00,C006,Historical contract #7,0.1076,0.9063,6453.396357993811,897.891935086845,0,43,Crypto
2026-08-30T11:47:28.593637+00:00,C006,Historical contract #7,0.1254,0.8668,930.1855614785768,747.5122068127745,0,44,Crypto
2026-08-31T11:47:28.593637+00:00,C006,Historical contract #7,0.1181,0.8931,4305.343173329935,162.0368450184551,0,45,Crypto
2026-09-01T11:47:28.593637+00:00,C006,Historical contract #7,0.1312,0.8839,1536.0577506808859,205.0200568186013,0,46,Crypto
2026-09-02T11:47:28.593637+00:00,C006,Historical contract #7,0.1323,0.8776,1250.5152505287253,1117.350133747446,0,47,Crypto
2026-09-03T11:47:28.593637+00:00,C006,Historical contract #7,0.0929,0.9072,1643.634011577754,1695.3263155513841,0,48,Crypto
2026-09-04T11:47:28.593637+00:00,C006,Historical contract #7,0.0851,0.9263,1205.5821523221118,1841.4456380993322,0,49,Crypto
2026-09-05T11:47:28.593637+00:00,C006,Historical contract #7,0.0923,0.9148,1496.4379515112541,189.85456421096328,0,50,Crypto
2026-09-06T11:47:28.593637+00:00,C006,Historical contract #7,0.0949,0.9235,3299.2061986936387,737.2280496646986,0,51,Crypto
2026-09-07T11:47:28.593637+00:00,C006,Historical contract #7,0.1366,0.8575,1665.4827946973458,2803.5175084020066,0,52,Crypto
2026-09-08T11:47:28.593637+00:00,C006,Historical contract #7,0.1476,0.8362,2162.8324102137335,666.2063684843928,0,53,Crypto
2026-09-09T11:47:28.593637+00:00,C006,Historical contract #7,0.1382,0.8733,1683.3542812645032,185.222554578618,0,54,Crypto
2026-09-10T11:47:28.593637+00:00,C006,Historical contract #7,0.1268,0.8653,1507.2837514966918,182.7207968554474,0,55,Crypto
2026-09-11T11:47:28.593637+00:00,C006,Historical contract #7,0.1336,0.8727,1011.4982452831015,531.402449336563,0,56,Crypto
2026-09-12T11:47:28.593637+00:00,C006,Historical contract #7,0.0891,0.9194,1175.8551192051636,1777.0974207770078,0,57,Crypto
2026-09-13T11:47:28.593637+00:00,C006,Historical contract #7,0.068,0.926,1175.3803046127448,811.0729888773482,0,58,Crypto
2026-09-14T11:47:28.593637+00:00,C006,Historical contract #7,0.0594,0.9584,1178.6805683390264,189.04354776954105,0,59,Crypto
2026-07-17T11:47:28.593637+00:00,C007,Historical contract #8,0.6719,0.3293,1245.616003065574,4445.667209335275,0,0,Macro
2026-07-18T11:47:28.593637+00:00,C007,Historical contract #8,0.6426,0.3385,733.3606362208366,448.2176443350691,0,1,Macro
2026-07-19T11:47:28.593637+00:00,C007,Historical contract #8,0.6536,0.3562,2185.1961910005584,3048.259252607959,0,2,Macro
